stopID,stopDate,stopTime,stopCity,stopZip,stopReason,stopReasonDesc,stopSearch,stopSearchDesc,stopOutcome,stopOutcomeDesc,stopContra,stopContraDesc,citationType,citationTypeDesc,driverAge,driverGender,driverRace,officer,officerAge,officerRace,officerGender,Location 1
222462,2013-10-12,1:15:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,57,F,M,16,57,W,M,"North Main Street
"
222465,2013-10-12,1:48:00PM,Rutland Town,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,18,M,W,16,57,W,M,"North Main Street
"
222473,2013-10-12,2:18:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,33,M,W,16,57,W,M,"North Main Street
"
223494,2013-10-12,7:25:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,33,F,W,27,23,W,M,"West Street
"
222936,2013-10-12,12:18:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,44,M,W,43,27,W,M,"Woodstock Avenue
"
222358,2013-10-12,6:32:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,42,M,W,44,30,W,M,"River Street
"
222359,2013-10-12,7:30:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,24,M,W,44,30,W,M,"Park Street
"
222360,2013-10-12,7:30:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,24,M,W,44,30,W,M,"Park Street
"
222441,2013-10-12,8:00:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,43,M,W,44,30,W,M,"Allen Street
"
222372,2013-10-12,8:00:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,43,M,W,44,30,W,M,"Allen Street
"
222444,2013-10-12,10:46:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,,,,M,W,44,30,W,M,"Grove Street
"
210587,2013-10-13,10:54:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,IV,Inspection Violation,42,M,W,33,26,A,M,"Pine Street
"
210589,2013-10-13,9:27:00PM,Rutland City,5701,E,Externally Generated Stop,NS,No Search Conducted,T,Ticket / VCVC Issued,C,Contraband/Evidence Found,MV,Moving Violation,58,M,W,44,30,W,M,"Cottage Street
"
210583,2013-10-14,9:00:00PM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,IV,Inspection Violation,34,M,W,6,52,W,M,"Marble Avenue
"
213392,2013-10-14,9:58:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,50,M,W,40,36,W,M,"South Main Street
"
210603,2013-10-14,5:07:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,19,F,W,43,27,W,M,"South Main Street
"
213403,2013-10-14,9:49:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,51,M,W,43,27,W,M,"Woodstock Avenue
"
210817,2013-10-15,4:46:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,29,F,W,24,29,W,M,"South Main Street
"
213393,2013-10-15,1:55:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,33,F,W,40,36,W,M,"Williams Street
"
213395,2013-10-15,2:20:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,,,,F,W,40,36,W,M,"River Street
"
213394,2013-10-15,2:20:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,IV,Inspection Violation,51,F,W,40,36,W,M,"River Street
"
213337,2013-10-15,2:50:00PM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,W,Written Warning Issued,X,No Applicable/No Search,,,12,,W,40,36,W,M,"Strongs Avenue
"
213331,2013-10-15,3:45:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,W,Written Warning Issued,X,No Applicable/No Search,,,49,M,W,40,36,W,M,"Granger Street
"
213330,2013-10-15,4:00:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,W,Written Warning Issued,X,No Applicable/No Search,,,40,F,W,40,36,W,M,"River Street
"
213332,2013-10-15,5:50:00PM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,W,Written Warning Issued,X,No Applicable/No Search,,,32,M,W,40,36,W,M,"Strongs Avenue
"
211215,2013-10-16,1:30:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,41,F,W,16,57,W,M,"North Main Street
"
211123,2013-10-16,2:05:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,W,Written Warning Issued,X,No Applicable/No Search,,,53,F,W,16,57,W,M,"North Main Street
"
211216,2013-10-16,2:20:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,18,M,W,16,57,W,M,"North Main Street
"
211217,2013-10-16,2:35:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,18,M,W,16,57,W,M,"North Main Street
"
211218,2013-10-16,3:00:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,28,F,W,16,57,W,M,"North Main Street
"
211220,2013-10-16,3:55:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,30,M,W,16,57,W,M,"North Main Street
"
211281,2013-10-16,4:20:00PM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,IV,Inspection Violation,29,M,W,22,26,W,F,"Forest Street
"
211282,2013-10-16,4:42:00PM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,IV,Inspection Violation,54,F,W,22,26,W,F,"Park Avenue
"
211198,2013-10-16,7:28:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,60,F,W,27,23,W,M,"South Main Street
"
211208,2013-10-16,7:47:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,32,M,W,27,23,W,M,"West Street
"
211209,2013-10-16,8:20:00PM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,19,M,W,27,23,W,M,"West Street
"
211210,2013-10-16,8:40:00PM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,51,F,W,27,23,W,M,"West Street
"
211211,2013-10-16,8:57:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,29,M,W,27,23,W,M,"West Street
"
211213,2013-10-16,3:40:00PM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,IV,Inspection Violation,24,M,W,36,41,W,M,"School Street
"
211277,2013-10-17,6:40:00PM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,IV,Inspection Violation,63,M,W,6,52,W,M,"Center Street
"
211278,2013-10-17,8:00:00PM,Rutland City,5701,E,Externally Generated Stop,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,44,M,W,6,52,W,M,"Rutland Shopping Plaza
"
211286,2013-10-17,7:04:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,W,Written Warning Issued,X,No Applicable/No Search,,,19,M,W,43,27,W,M,"West Street
"
211283,2013-10-17,7:04:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,,,,M,W,43,27,W,M,"West Street
"
211712,2013-10-18,10:48:00PM,Rutland City,5701,E,Externally Generated Stop,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,28,M,W,6,52,W,M,"State Street
"
211348,2013-10-18,9:05:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,54,M,W,16,57,W,M,"North Main Street
"
211347,2013-10-18,9:30:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,23,M,W,16,57,W,M,"North Main Street
"
211367,2013-10-18,10:05:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,W,Written Warning Issued,X,No Applicable/No Search,,,45,M,W,16,57,W,M,"North Main Street
"
211350,2013-10-18,10:35:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,32,F,W,16,57,W,M,"North Main Street
"
211353,2013-10-18,10:45:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,59,F,W,16,57,W,M,"North Main Street
"
211363,2013-10-18,11:00:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,W,Written Warning Issued,X,No Applicable/No Search,,,50,F,W,16,57,W,M,"North Main Street
"
211359,2013-10-18,11:42:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,25,F,W,16,57,W,M,"North Main Street
"
214806,2013-10-19,4:45:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,27,F,W,24,29,W,M,"River Street
"
211832,2013-10-20,10:10:00AM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,25,F,A,22,26,W,F,"Church Street
"
211703,2013-10-20,9:20:00PM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,W,Written Warning Issued,X,No Applicable/No Search,,,36,M,W,51,32,W,M,"Woodstock Avenue
"
212170,2013-10-21,4:10:00PM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,25,F,W,22,26,W,F,"Park Avenue
"
211830,2013-10-21,4:42:00PM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,W,Written Warning Issued,X,No Applicable/No Search,,,42,F,W,24,29,W,M,"Pine Street
"
214274,2013-10-22,7:00:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,60,F,W,43,27,W,M,"West Street
"
212226,2013-10-22,12:25:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,37,M,W,46,58,W,M,"Stratton Road
"
212228,2013-10-22,12:35:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,56,F,W,46,58,W,M,"Stratton Road
"
212230,2013-10-22,12:55:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,31,F,W,46,58,W,M,"Stratton Road
"
212234,2013-10-22,1:05:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,32,F,W,46,58,W,M,"Stratton Road
"
212236,2013-10-22,1:30:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,51,M,W,46,58,W,M,"Stratton Road
"
212239,2013-10-22,1:45:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,33,M,W,46,58,W,M,"Stratton Road
"
212242,2013-10-22,2:10:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,69,F,W,46,58,W,M,"Stratton Road
"
212244,2013-10-22,4:00:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,C,Contraband/Evidence Found,MV,Moving Violation,26,M,W,46,58,W,M,"Stratton Road
"
212169,2013-10-23,2:40:00AM,Rutland City,5701,E,Externally Generated Stop,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,43,M,W,6,52,W,M,"West Street
"
212557,2013-10-23,4:17:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,84,F,W,27,23,W,M,"Woodstock Avenue
"
212745,2013-10-24,6:05:00PM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,IV,Inspection Violation,51,M,W,6,52,W,M,"Washington Street
"
212747,2013-10-24,6:45:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,60,M,W,6,52,W,M,"Center Street
"
212743,2013-10-24,7:10:00PM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,IV,Inspection Violation,20,M,W,6,52,W,M,"West Street
"
212751,2013-10-24,4:48:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,48,M,U,24,29,W,M,"Stratton Road
"
213411,2013-10-24,4:48:00PM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,,,,M,U,24,29,W,M,"Stratton Road
"
212758,2013-10-24,5:20:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,51,M,W,24,29,W,M,"Stratton Road
"
212767,2013-10-25,5:21:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,58,M,,27,23,W,M,"South Main Street
"
213408,2013-10-25,10:37:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,,,,F,W,43,27,W,M,"North Main Street
"
213382,2013-10-26,12:00:00AM,Rutland City,5701,E,Externally Generated Stop,NS,No Search Conducted,T,Ticket / VCVC Issued,C,Contraband/Evidence Found,MV,Moving Violation,49,M,W,20,38,W,M,"Pine Street
"
213383,2013-10-27,8:20:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,IV,Inspection Violation,45,M,W,6,52,W,M,"Jackson Avenue
"
213400,2013-10-27,12:53:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,RV,Registration Violation,42,F,W,45,57,W,M,"North Main Street
"
213593,2013-10-28,12:05:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,29,M,W,16,57,W,M,"North Main Street
"
213596,2013-10-28,12:15:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,43,F,W,16,57,W,M,"North Main Street
"
213598,2013-10-28,12:30:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,18,F,W,16,57,W,M,"North Main Street
"
213599,2013-10-28,1:20:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,41,M,W,16,57,W,M,"North Main Street
"
213922,2013-10-28,1:45:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,W,Written Warning Issued,X,No Applicable/No Search,,,68,,,16,57,W,M,"North Main Street
"
213600,2013-10-28,2:00:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,52,F,W,16,57,W,M,"North Main Street
"
213601,2013-10-28,2:30:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,IV,Inspection Violation,35,M,W,16,57,W,M,"Woodstock Avenue
"
213602,2013-10-28,2:55:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,36,M,W,16,57,W,M,"North Main Street
"
213604,2013-10-28,3:37:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,IV,Inspection Violation,59,M,W,16,57,W,M,"Church Street
"
216562,2013-10-28,4:30:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,25,M,W,43,27,W,M,"South Main Street
"
213605,2013-10-28,7:22:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,27,M,,45,57,W,M,"North Main Street
"
213925,2013-10-29,9:58:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,W,Written Warning Issued,X,No Applicable/No Search,,,65,F,W,24,29,W,M,"Hillpond Road
"
216422,2013-10-29,11:00:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,W,Written Warning Issued,X,No Applicable/No Search,,,79,F,W,40,36,W,M,"Stratton Road
"
216423,2013-10-29,12:45:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,W,Written Warning Issued,X,No Applicable/No Search,,,52,F,W,40,36,W,M,"Jackson Avenue
"
216242,2013-10-29,12:45:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,52,F,W,40,36,W,M,"Jackson Avenue
"
216243,2013-10-29,12:45:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,52,F,W,40,36,W,M,"Jackson Avenue
"
216424,2013-10-30,7:30:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,W,Written Warning Issued,X,No Applicable/No Search,,,53,F,W,1,30,W,M,"South Main Street
"
215818,2013-10-30,10:15:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,25,F,W,1,30,W,M,"South Main Street
"
213991,2013-10-30,12:10:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,24,M,W,16,57,W,M,"North Main Street
"
214017,2013-10-30,12:30:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,54,M,W,16,57,W,M,"North Main Street
"
214032,2013-10-30,12:45:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,52,M,R,16,57,W,M,"North Main Street
"
214036,2013-10-30,1:15:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,39,F,W,16,57,W,M,"North Main Street
"
213989,2013-10-30,1:50:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,W,Written Warning Issued,X,No Applicable/No Search,,,35,M,W,16,57,W,M,"North Main Street
"
214052,2013-10-30,2:00:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,59,F,W,16,57,W,M,"North Main Street
"
214037,2013-10-30,3:00:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,35,M,W,16,57,W,M,"West Street
"
213990,2013-10-30,3:25:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,W,Written Warning Issued,X,No Applicable/No Search,,,52,M,W,16,57,W,M,"North Main Street
"
214054,2013-10-30,9:28:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,51,M,U,24,29,W,M,"Park Avenue
"
214058,2013-10-30,10:17:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,44,F,W,24,29,W,M,"Stratton Road
"
214064,2013-10-30,10:34:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,86,F,W,24,29,W,M,"Stratton Road
"
216232,2013-10-30,2:42:00PM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,55,M,W,24,29,W,M,"West STreet
"
151598,2013-11-01,7:47:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,W,Written Warning Issued,X,No Applicable/No Search,,,78,M,W,31,46,W,M,"77 PARK ST
(40.896051, -81.737926)"
157358,2013-11-02,11:53:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,24,M,W,16,57,W,M,"N MAIN ST
"
157357,2013-11-02,11:53:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,24,M,W,16,57,W,M,"N MAIN ST
"
157359,2013-11-02,12:22:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,32,M,W,16,57,W,M,"N MAIN ST
"
157353,2013-11-02,12:36:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,35,M,W,16,57,W,M,"N MAIN ST
"
157350,2013-11-02,12:56:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,W,Written Warning Issued,X,No Applicable/No Search,,,57,F,W,16,57,W,M,"N MAIN ST
"
157354,2013-11-02,1:05:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,56,F,,16,57,W,M,"N MAIN ST
"
157351,2013-11-02,1:25:00PM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,IV,Inspection Violation,28,F,W,22,26,W,F,"RIVER ST
"
163547,2013-11-03,9:05:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,IV,Inspection Violation,50,M,W,1,30,W,M,"KILLINGTON AVE
"
163296,2013-11-03,12:38:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,W,Written Warning Issued,X,No Applicable/No Search,,,56,M,W,16,57,W,M,"N MAIN ST
"
163297,2013-11-03,12:50:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,78,F,W,16,57,W,M,"N MAIN ST
"
163294,2013-11-03,1:17:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,W,Written Warning Issued,X,No Applicable/No Search,,,21,F,W,16,57,W,M,"N MAIN ST
"
163298,2013-11-03,2:11:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,19,M,W,16,57,W,M,"N MAIN ST
"
163336,2013-11-03,2:27:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,59,M,W,16,57,W,M,"N MAIN ST
"
163337,2013-11-03,2:39:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,49,M,W,16,57,W,M,"N MAIN ST
"
163338,2013-11-03,2:57:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,IV,Inspection Violation,50,M,W,16,57,W,M,"CRESCENT ST
"
163339,2013-11-03,3:45:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,17,M,W,16,57,W,M,"TERRILL ST
"
163210,2013-11-03,9:58:00AM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,A,Arrest for Violation,X,No Applicable/No Search,IV,Inspection Violation,32,M,W,22,26,W,F,"S MAIN ST
"
168016,2013-11-03,5:00:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,W,Written Warning Issued,X,No Applicable/No Search,,,66,F,W,48,47,W,M,"WOODSTOCK AVE
"
176906,2013-11-05,7:00:00PM,Rutland Town,5701,E,Externally Generated Stop,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,RV,Registration Violation,37,M,W,6,52,W,M,"State Street
"
190085,2013-11-07,9:29:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,42,F,W,44,30,W,M,"Crescent Street
"
198365,2013-11-08,2:50:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,47,M,W,16,57,W,M,"Grove Street
"
